URL,Técnica,Tamaño,AP0,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9
https://www.christies.com/en/lot/lot-6436481?ldp_breadcrumb=back,oil on canvas,22 1/8 x 17 7/8 in. (56.2 x 45.3 cm.),"Private collection, UK, since at least the 1960s.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436482?ldp_breadcrumb=back,oil on canvas,22 1/8 x 17 7/8 in. (56.2 x 45.2 cm.),"Private collection, UK, since at least the 1960s.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436483?ldp_breadcrumb=back,marble; on a circular marble socle; the reverse inscribed ‘VICECOMITI . CASTELREGHIO / VIRO . PRESTANTISSIMO / ANTONIVS . CANOVA / FECIT . AC . D. D.',"19 ¾ in. (50.2 cm.) high; 24 ½ in. (62.2 cm.) high, overall","Given by the artist to Robert, Viscount Castlereagh (1769-1822, later 2nd Marquess of Londonderry), and thence by descent.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436484?ldp_breadcrumb=back,oil on canvas,15 ½ x 24 ¼ in. (39.3 x 61.6 cm.),"with Gooden and Fox, London, from whom purchased by the great-grandfather of the present owner.","Edith Cragg (d. 1925), Wrotham Place, Kent; (†) Christie's, London, 26 June 1925, lot 115, sold for 997 gns. to the following,","John Webb (1799-1880), Kent and Cannes, and by descent to his daughter,",,,,,,,
https://www.christies.com/en/lot/lot-6436485?ldp_breadcrumb=back,oil on canvas,38 5/8 x 28 5/8 in. (98 x 72.5 cm.),"Diana Eira Claude Mainwaring (1914-1992), and by descent.","Sir Harry Mainwaring, 5th Bt. (1878-1935) at Over Peover, and by descent to his elder daughter,","Sir Henry Mainwaring, 1st Bt. of Over Peover (2nd creation, 1804) (1782-1860), and by inheritance to his great-grandson,","By inheritance from the sitter to his half-brother, Thomas Mainwaring Wettenhall (1736-1798), and by descent to his son,",,,,,,
https://www.christies.com/en/lot/lot-6436486?ldp_breadcrumb=back,oil on canvas,26 x 52 3/8 in. (66 x 133 cm.),"Anonymous sale; Sotheby's, London, 6 April 1977, lot 29 (part lot).",,,,,,,,,
https://www.christies.com/en/lot/lot-6436487?ldp_breadcrumb=back,bronze; on a modern ebonised wood base,"9 in. (22.9 cm.) high, 15.5 in. (39 cm.) high, overall","Acquired directly from the above by the present owner, 10 June 1959.","With Matthiesen Gallery, London.","Eberhard Louis, Duke of Württemberg (1676-1733), Stuttgart and Ludwigsburg, gifted from the above [by repute].","Augustus the Strong, Elector of Saxony, King of Poland, Grand Duke of Lithuania (1694-1733), Schloss Neschwitz, Saxony [by repute].",,,,,,
https://www.christies.com/en/lot/lot-6436488?ldp_breadcrumb=back,oil on canvas,63 x 75 in. (160 x 190.5 cm.),Acquired by the present owner in 2006.,"Anonymous sale; Sotheby’s, London, 21 January 1982, lot 66.","with Eyre and Hobhouse Ltd., London.",Peter Tiarks.,"with Thomas Agnew & Sons, London, from whom acquired by the following on 27 January 1955,","with D.H. Cevat, London, from whom acquired by the following on 22 March 1954,","Anonymous sale; Christie’s, London, 19 March 1954, lot 93, where acquired for 24 gns. by the following,","Richard Boyle, 9th Earl of Orrery and Cork (1829-1904); (†) Christie's, London, 25 November 1905, lot 74 (48 gns. to Turner).","(Presumably) commissioned by John Boyle, 5th Earl of Cork and Orrery (1707-1762), and by descent at Marston House, Frome to the following",
https://www.christies.com/en/lot/lot-6436489?ldp_breadcrumb=back,oil on canvas,61 ¾ x 52 in. (156.9 x 132.1 cm.),"with Richard Green, London, from whom acquired by the present owner.","Anonymous sale [Property of a Family Trust]; Sotheby's, London, 12 April 1995, lot 56.","with Agnew's, London, 1993, from whom acquired by the following,","Mrs Marcia Tucker, née Brady (1884-1976), New York, by 1926; her sale (†), Plaza Art Galleries, New York, 17 November 1977, lot 75, where acquired by the following,","with Duveen, London, 1917.","Mrs Maria Villebois, née Bagge (1811-1892).","Henry Villebois (1807-1886), on whose wishes purchased for £8,000 in June 1886 by his widow,","By descent in the family of the sitters to,",,
https://www.christies.com/en/lot/lot-6436490?ldp_breadcrumb=back,oil on canvas,28 ½ x 36 ¾ in. (72.5 x 93.5 cm.),Acquired by the present owners in 2014.,"Private collection, New York.","Anthony Walter Bacon (1902-1999), and by descent until 2001.","Thomas Walter Bacon (1863-1950), and by descent to his son,","with Shepherd Brothers, London, from whom acquired July 1908 by the following,",,,,,
https://www.christies.com/en/lot/lot-6436756?ldp_breadcrumb=back,black and white chalk with pen and black ink on blue-green prepared paper,19 3/8 x 13 3/4 in. (49.3 x 35 cm.),"Anonymous sale; Sotheby's, New York, 26 January 2000, lot 94, when acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436757?ldp_breadcrumb=back,"pencil, pen and ink and watercolour on paper",13 1/4 x 9 1/2 in. (33.7 x 24.2 cm.),"Anonymous sale; Christie's, London, 8 July 1997, lot 11, when acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436758?ldp_breadcrumb=back,"pencil, pen and black ink and watercolour on paper",6 5/8 x 8 1/2 in. (16.8 x 21.7 cm ),"Anonymous sale; Sotheby's, London, 14 July 1994, lot 129, when acquired by the present owner.","Tom Girtin, c.1938.","Francis Pierrepont Barnard, 1912, from whom purchased by Thomas Girtin 1912, and by descent to his son","Helen Louisa Miller, from whom purchased by","Edward Mansel Miller, and by descent to","Anne Miller, and by descent to","Mary Moore (née Howett), by whom bequeathed to","James Moore and by descent to his widow,",,
https://www.christies.com/en/lot/lot-6436759?ldp_breadcrumb=back,pencil and watercolour on paper,8 x 6 3/8 in. (20.5 x 16.2 cm.),"Anonymous sale; Sotheby's, London, 14 July 1994, lot 103, when acquired by the present owner.",Tom Girtin.,"Sabina Girtin, and by descent to","Charles Plumptre Johnson; Sotheby's, London, 22 April 1942, lot 59, where acquired by the following,",,,,,,
https://www.christies.com/en/lot/lot-6436760?ldp_breadcrumb=back,watercolour with scratching out,26 5/8 x 39 3/4 in. (67.8 x 101 cm.),"Anonymous sale; Christie's, London, 2 April 1996, lot 30, when acquired by the present owner.","Sir Edmund Royds Brocklebank, and by descent until,","Ralph Brocklebank; (†) Christie’s, London, 7 July 1922, lot 33, as 'London, from the Battersea Fields, an Autumnal Morning' (650 gns. to the following),",Julius David Ichenhauser.,"William Permain; Christie's, London, 18 May 1901, lot 73, as ‘London from Lambeth Fields, cattle in the foreground' (150 gns. to the following),","Ralph Brocklebank, 19 February 1896.","with Agnew's, London, from whom acquired by the following,","Charles Frederick Huth; Christie's, London, 6 July 1895, lot 60, as ‘London from the Battersea Fields’ (350 gns. to the following),","Anonymous sale; Foster’s, London, 19 November 1860, lot 11, as ‘London from Battersea. 39 x 26' (135 gns. to White).","Charles E. Flavell; Christie’s, London, 26 March 1860, lot 151B, as ‘London, from Battersea fields' (unsold)."
https://www.christies.com/en/lot/lot-6436761?ldp_breadcrumb=back,"pencil and watercolour, with scratching out on paper",18 1/2 x 27 5/8 in. (47 x 60.2 cms),"Anonymous sale; Christie’s, London, 8 July 1997, lot 44, when acquired by the present owner.","Anonymous sale; Sotheby’s, New York, 24 February 1987, lot 21 ($187,000).",William Keighley.,"with Agnew's, London, 12 February 1979, on behalf of the following,",Vice-Admiral Sir William Agnew.,"Commandant Kenneth Morland Agnew, by whom bequeathed to,","Charles Morland Agnew, 20 February 1894, by whom bequeathed to,","Henry William Ferdinand Bolckow; (†) Christie’s, London, 18 June 1892, lot 143, as ‘Cassiobury’ (330 gns. to Agnew).","William Quilter, by 1873; Christie’s, London, 9 April 1875, lot 244, as ‘Cashiobury’ (415 gns. to Agnew).","Richard Ford (d.1858), Heavitree, Devon, by 1839."
https://www.christies.com/en/lot/lot-6436762?ldp_breadcrumb=back,pencil and watercolor with scratching out,8 13/16 x 11 5/16 in. (22.4 cm. x 28.8 cm),"Winifred and Atherton Bean; Sotheby's, London, 9 June 1998, lot 21, as 'The Valley of St Gothard, Switzerland', when acquired by the present owner.","Anonymous sale; Sotheby's, London, 24 November 1977, lot 119.","Mrs Dorian Williamson, and by descent until,","J. Leslie Wright, 14 May 1943, and by descent to his daughter,","with Agnew's, London, where acquired by the following,","Miss Deakin, 24 March 1927.","with Agnew's, London, where acquired by the following,","A.D. Mouradian, 17 November 1920.","with Agnew's, London, where purchased by,","Richard Norton, Boston; (†) Christie's, London, 26 May 1919, lot 134, as 'The Valley of St Gothard' (580 gns to Agnew's)."
https://www.christies.com/en/lot/lot-6436763?ldp_breadcrumb=back,pencil and watercolour heightened with bodycolour and stopping out,5 1/4 x 7 7/8 in. (13.3 x 20.3 cm.),"Anonymous sale; Sotheby’s, London, 8 April 1998, lot 145, when acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436764?ldp_breadcrumb=back,pencil and watercolour heightened with bodycolour on paper,26 1/8 x 36 in. (66.3 x 92.1 cm.),"Anonymous sale; Sotheby's, London, 30 November 2000, lot 235, when acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436765?ldp_breadcrumb=back,"pencil, watercolour and bodycolour, heightened with gum arabic on buff paper",11 x 27 3/4 in. (28 x 70.5 cm.),"Anonymous sale; Sotheby's, London, 8 June 1999, lot 22, when acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436766?ldp_breadcrumb=back,oil on panel,151/2 x 21 in. (39.4 x 53.4 cm.),"Anonymous sale; Sotheby's, London, 9 July 1997, lot 75, when acquired by the present owner.","Given by the artist to his daughter, Christine Bicknell (1821-1872).",,,,,,,,
https://www.christies.com/en/lot/lot-6436767?ldp_breadcrumb=back,"pencil and watercolour, heightened with touches of bodycolour on paper",15 7/8 x 28 1/8 in. (40.5 x 71.5 cm.),"Anonymous sale; Christie's London, 24 November 1998, lot 242, when acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436768?ldp_breadcrumb=back,oil on panel,18 x 25 in. (45.7 x 63.3 cm.),"Anonymous sale; Sotheby's, Monaco, 2 July 1993, lot 62, when acquired by the present owner.","Jean-Joseph Mesnet, Paris, according to a coat of arms on the reverse of the panel.","(Probably) Royal Collections, Dresden.",,,,,,,
https://www.christies.com/en/lot/lot-6436769?ldp_breadcrumb=back,"oil on panel, the reverse stamped with the coat of arms of the city of Antwerp",19 5/8 x 37 1/4 in. (49.9 x 94.2 cm.),"Anonymous sale [The Property of a Private Collector]; Christie's, New York, 12 January 1994, lot 37, when acquired by the present owner.","with The Brod Gallery, London, 1963.","with Robert Finck, Brussels, 1962.",,,,,,,
https://www.christies.com/en/lot/lot-6436770?ldp_breadcrumb=back,oil on canvas,44 5/8 x 70 5/8 in. (114 x 179.5 cm.),"Anonymous sale [Property from a Swiss Private Collection]; Sotheby's, London, 6 December 1995, lot 42, when acquired by the present owner.","Anonymous sale [Property of a Gentleman]; Sotheby's, London, 9 July 1975, lot 61.","Metzemaeker collection, Best, Holland, circa 1970.","Anonymous sale; Koller, Zurich, 3 November 1965, lot 1235A.","Anonymous sale; Christie's, London, 2 July 1965, lot 135.","Anonymous sale; Paul Brandt, Amsterdam, 6 June 1961, lot 32 (33,000 florins).","Anonymous sale; Sotheby's, London, 23 March 1960, lot 112 (£2,200 to Gordon Schaeffer).","J.G. Wurfbain, Kasteel de Geldersche Toren, Spankeren, 1958.","Anonymous sale; Galerie Fischer, Lucerne, 12-16 June 1956, lot 1878.","with D. Katz, Dieren, 1952-53."
https://www.christies.com/en/lot/lot-6436771?ldp_breadcrumb=back,oil on canvas,20 3/8 x 25 5/8 in. (51.6 x 65 cm.),"Acquired by the Metropolitan Museum of Art, New York, 1871; Sotheby's, New York, 12 January 1989, lot 175, when acquired by the present owner.","Abraham Bredius (1781-1863); van der Schley, Yver and Roos, Amsterdam, 11 April 1816, lot 112 (250 fl. to Coclers).","Johannes Caudri (1723-1809); his sale (†), van der Schley, Yver and Roos, Amsterdam, 6 September 1809, lot 38, acquired for 235 fl. by the following,",,,,,,,
https://www.christies.com/en/lot/lot-6436772?ldp_breadcrumb=back,oil on canvas,31 1/8 x 44 in. (80.3 x 111.6 cm.),"Anonymous sale; Philips, London, 15 December 1998, lot 65, as 'View of the River Vliet with the Custom House at Leiden', when acquired by the present owner.","Anonymous sale; Christie's, London, 1 August 1929, lot 188.",,,,,,,,
https://www.christies.com/en/lot/lot-6436773?ldp_breadcrumb=back,oil on panel,25 1/2 x 20 1/2 in. (64.8 x 52 cm.),"Anonymous sale [Property from a Private Collection]; Sotheby's, London, 8 July 1999, lot 23, when acquired by the present owner.","G.A. Hagemann (1877–1971), Bjersjoholm, from 1939, and by descent until 1999.","with A.F. Reyre, The Vermeer Gallery, London, 1939.","with D. Katz, Dieren, c. 1930, as 'Isaac Koedijck'.","John Parks, Cossington Manor.","Sir John Henry Upton Greville Smyth, Bt. (1836-1901), Ashton Court.",,,,
https://www.christies.com/en/lot/lot-6436774?ldp_breadcrumb=back,oil on canvas,15 7/8 x 18 in. (40.2 x 45.6 cm.),"Anonymous sale [The Property of a Private Collector]; Christie's, New York, 18 May 1994, lot 26, when acquired by the present owner.","Dr Hans Wetzlar (d. 1977); (†), Sotheby Mak van Waay, Amsterdam, 9 June 1977, lot 129 (fl. 110,000).","John H. McFadden Jr; (†), Sotheby Parke Bernet, New York, 11 January 1956, lot 35 ($2,600).","Anonymous Sale; Sotheby Parke Bernet, New York, 2-5 March 1949, lot 363.","M. Bachofen, Basel, by 1928.","Marczell von Nemes (1866-1930), Budapest.","with F. Kleinberger, by 1911, from whom acquired on 21 February 1924 by the following,","Charles Tyson Yerkes (1837-1905); his sale (†), American Art Association, New York, 8 April 1910 (=3rd day), lot 168.","Sir Edward J. Dean Paul, Bt., Cambridge House, Twickenham and 7 St. George's Place, London (d. 1895); his sale (†), Christie's, London, 27 June 1896, lot 121 (760 gns. to Hope).","Henry Bevan, by 1834."
https://www.christies.com/en/lot/lot-6436775?ldp_breadcrumb=back,oil on canvas,57 1/2 x 61 1/2 in. (146 x 156 cm.),"Anonymous sale; Sotheby's, New York, 22 May 1997, lot 160, when acquired by the present owner.","with Eric Coatalem, Paris.",,,,,,,,
https://www.christies.com/en/lot/lot-6436776?ldp_breadcrumb=back,oil on canvas,29 3/4 x 24 3/8 in. (75.6 x 62 cm.),"Anonymous sale; Sotheby's, New York, 24 January 2008, lot 49, when acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436777?ldp_breadcrumb=back,oil on canvas,43 7/8 x 72 3/4 in. (111.5 x 184.5cm.),"Bernard Vassy et Philippe Jalenques, Clermont-Ferrand, 24 July 1999, lot 301, when acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436778?ldp_breadcrumb=back,oil on canvas,23 5/8 x 38 1/8 in. (60 x 96.7 cm.),"Anonymous sale; Sotheby's, New York, 28 May 1999, lot 47, when acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436779?ldp_breadcrumb=back,oil on canvas,65 3/4 x 87 in. (167 x 221 cm.),"Luigi Koelliker, London; Sotheby's, London, 3 December 2008, lot 45, when acquired by the present owner.","Anonymous sale; Galerie Koller, Zurich, 26 March 2004, lot 3048, where acquired by the following,",,,,,,,,
https://www.christies.com/en/lot/lot-6436780?ldp_breadcrumb=back,oil on canvas,55 3/4 x 55 1/2 in. (141.7 x 141.3 cm.),"Anonymous sale [The Property of a Gentleman]; Christie’s, London, 4 July 1997, lot 62, when acquired by the present owner.","with Georges Duff, from whom acquired by the grandfather of the seller at the following,","Anonymous sale; Hôtel Drouot, Paris, 6 December 1946, lot 29 (FF 80,000).","Restituted to Mme André Seligmann, 19 February 1946.","Repatriated to France, 13 November 1945.","Transferred to Schloss Neuschwanstein, Hohenschwangau, Germany.","Confiscated from the above by the Einsatzstab Reichsleiter Rosenberg (ERR inventory no. Sel 39 ), 29 June 1940,","André Seligmann (1898-1945), Paris,","(Probably) Anonymous sale; A.J. Paillet, Paris, 9 April 1793, lot 76 (600 livres), 'Laurent de la Hire. Le sujet d'Angélique & Médor pris dans l'instant que ces Amans gravent leurs noms sur l'écorce d'un arbre. Ce groupe intéressant est entouré de six Amours... un fond de paysage, largement touché & du ton de couleur le plus argentin, contribue à présenter un des ouvrages achevés du grand Artiste la Hire'. Haut. 51 p. larg. 52. T.'",
https://www.christies.com/en/lot/lot-6436781?ldp_breadcrumb=back,tempera on panel,26.5 x 47.6 cm (10 1/2 x 18 3/4 in.),"Anonymous sale; Sotheby's, London, 2 July 1997, lot 52, when acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436782?ldp_breadcrumb=back,oil on canvas,41 x 69 5/8 in. (104 x 176.6 cm.),"Anonymous sale [Property of a Lady]; Christie's, London, 5 July 1991, lot 106, when acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436783?ldp_breadcrumb=back,oil on canvas,38 1/2 x 32 in. (97.7 x 81.2 cm.),"Anonymous sale [Property of a Gentleman]; Sotheby's, London, 17 December 1998, lot 76, when acquired by the present owner.","with Herner Wengraf, London, where acquired by a private collector, by whom consigned in the following sale.","T.M. Boyle, London; Sotheby's, London, 8 November 1972, lot 84 (£2,400 to the following).","(Possibly) Auguste von Harrach, Countess of Hohenzollern, Princess of Liegnitz (1800-1873).",,,,,,
https://www.christies.com/en/lot/lot-6436784?ldp_breadcrumb=back,oil on canvas,63.5 x 82.5 cm (25 x 32 1/2 in.),"Anonymous sale; Sotheby's, London, 13 July 1988, lot 64, when acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436785?ldp_breadcrumb=back,oil on canvas,56 5/8 x 68 5/8 (143.8 x 174.3 cm.),"By descent in the Stansfeld family; Sotheby’s, London, 13 July 1988, lot 66, when acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436786?ldp_breadcrumb=back,oil on canvas,56 1/2 x 68 1/2 in. (143.5 x 173.9 cm.),"By descent in the Stansfeld family; Sotheby’s, London, 13 July 1988, lot 67, when acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436787?ldp_breadcrumb=back,"oil on canvas, unlined",17 1/4 13 3/4 in. (43.8 x 34.7 cm.),"Anonymous sale; Sotheby's, London, 12 July 1995, lot 113, when acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436788?ldp_breadcrumb=back,"oil on canvas, unlined",13 3/4 x 16 1/2 in. (35 x 41.9 cm.),"Anonymous sale; Sotheby's, London, 12 July 1995, lot 112, when acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436789?ldp_breadcrumb=back,"oil on paper, laid down on cardboard",5 1/4 x 6 1/8 in. (13.5 x 15.6 cm.),"Purchased from the above by the present owner, 13 March 2009.","with Holland, Daxer & Marschall, Munich.",,,,,,,,
https://www.christies.com/en/lot/lot-6436790?ldp_breadcrumb=back,oil on canvas,27 7/8 x 42 in. (70.7 x 106.7 cm.),"Anonymous sale; Christie's, London, 20 March 1998, lot 14, when acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6436791?ldp_breadcrumb=back,oil on canvas,50 x 49 7/8 in. (127 x 126.7 cm.),"Anonymous sale; Christie's, London, 14 April 1989, lot 31, when acquired by the present owner.","with Frost & Reed, London.","Samuel F. Hudd; Christie's, London, 24 July 1931, lot 10, as by J.F. Herring and C. Baxter (160 gns. to Boot).",,,,,,,
https://www.christies.com/en/lot/lot-6437331?ldp_breadcrumb=back,"black and red chalk, pen and brown ink, brown wash, heightened with white, watermark circle",36.5 x 28 cm (14 3/8 x 11 in.),Professor Michael Jaffé (1923-1997); by descent to the present owners.,"Baron Roger Portalis (1841-1912), Paris (L. 2232); possibly Paris, 13 May 1884, lot 170 (as School of Raphael), or Paris, 14 March 1887, lot 15 (as Perino del Vaga).","Ciccio de Luca, Naples, by 1821 (according to Zani, op. cit., p. 167).",,,,,,,
https://www.christies.com/en/lot/lot-6437332?ldp_breadcrumb=back,"pen and brown ink, brown wash",22.5 x 14 cm (8 9⁄10 x 5 1/2 in.),"with Pandora Old Masters, New York (Italian Old Master Drawings, 2001, no 3, ill., note by J. Cox-Rearick)","Charles-Joseph Guillemain (1893-1975), Paris (L. 4764).",,,,,,,,
https://www.christies.com/en/lot/lot-6437333?ldp_breadcrumb=back,"pen and brown ink, brown wash, heightened with (partly oxidised) white, pen and brown ink framing lines",12.3 x 17.7 cm (4 7/8 x 6 7/8 in.),"Private Collection, U.S.A.",,,,,,,,,
https://www.christies.com/en/lot/lot-6437334?ldp_breadcrumb=back,"black chalk, pen and brown ink, brown and blue wash heightened with white (partly oxidised) on light brown paper, pen and brown ink framing lines",24.5 x 23 cm (9 3/4 x 9 1/8 in.),"Private collection, U.S.A.","with Flavia Ormond, London (Master Drawings 1500-1895, 2002, no. 2, ill.).","Anonymous sale; Christie’s, London, 10 July 2001, lot 26.","Thomas Blayds (1795-1849), Surrey (L. 2422).","Sir Joshua Reynolds (1723-1792), London (L. 3016a); and thence by descent.","Casino di Sotto, Novellara, by 1770.","Unidentified collection (arms with an eagle, possibly the Gonzaga arms, not in Lugt).",,,
https://www.christies.com/en/lot/lot-6437335?ldp_breadcrumb=back,"illuminated manuscript on vellum, heightened with gold",28 x 19.5 cm (11 x 7 3/4 in),"Private Collection, Belgium.",,,,,,,,,
https://www.christies.com/en/lot/lot-6437336?ldp_breadcrumb=back,pen and brown ink,27.5 x 18.4 cm (10 7/8 x 7 1/4 in.),"Dan Fellows Platt (1873-1937), Englewood (L.2066b and L.750a, verso).","Giuseppe Vallardi (1784-1861), Milan (L. 1223).",,,,,,,,
https://www.christies.com/en/lot/lot-6437337?ldp_breadcrumb=back,"black chalk, pen and brown ink, brown wash",28.2 x 15.8 cm (11 1/8 x 6 1/4 in.),"Private collection, South Africa.","Anonymous sale; Sotheby's, London, 6 July 1992, lot 8 (as attributed to Perino del Vaga).",,,,,,,,
https://www.christies.com/en/lot/lot-6437338?ldp_breadcrumb=back,"black chalk, oval-shaped",11 x 8.7 cm (7 3/8 x 4 3/8 in.),,,,,,,,,,
https://www.christies.com/en/lot/lot-6437339?ldp_breadcrumb=back,"oil on paper, laid down on canvas",39.8 x 27.3 cm (15 5/8 x 10 3/4 in.),"Terence Mullaly (1927-2020), London; and thence by descent to the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6437340?ldp_breadcrumb=back,"black chalk, pen and brown ink, brown wash, incised for transfer",19.7 x 13.3 cm (7 3/4 x 5 1/4 in.),"Anonymous sale; Christie’s, London, 2 July 1996, lot 95; where acquired by the present owners.","Pieter Hendrik Goll van Franckenstein (1787-1832), Amsterdam.","Johan Goll van Franckenstein Junior (1756-1821), Amsterdam (L. 2987, also used by his father, with the number ‘N.o 602’, and his attribution ‘Paolo Veronese’); by inheritance probably to his son,","Probably Johann Edler Goll van Franckenstein Senior (1722-1785), Amsterdam; by inheritance to his son,",,,,,,
https://www.christies.com/en/lot/lot-6437341?ldp_breadcrumb=back,red and black chalk (recto); counterproof (verso),13.1 x 8.7 cm (5 1/8 x 3 1/2 in.),"Anonymous sale; Christie’s, New York, 30 January, 1998, lot 22; where acquired by the present owners.",,,,,,,,,
https://www.christies.com/en/lot/lot-6437342?ldp_breadcrumb=back,"pen and brown ink, brown wash, heightened with white, on blue paper",24.8 x 17 cm (9 3/4 x 6 5/8 in.),"Private collection, U.S.A.","with P. & D. Colnaghi, London (An Exhibition of Master Drawings, 2001, no. 8, ill.).","Anonymous sale; Hôtel Drouot, Paris, 20 November 2000, lot 14 (as attributed to Niccolo Circignani, Il Pomarancio).",,,,,,,
https://www.christies.com/en/lot/lot-6437343?ldp_breadcrumb=back,"black chalk, pen and brown ink, brown wash, heightened with white on light brown paper, watermark kneeling angel in prayer",34.4 x 23.8 cm (13 1/2 x 9 3/8 in.),"Anonymous sale; Christie’s, London, 1 July 1997, lot 44; where acquired by the present owners.","Eliza Hobhouse, 1842 (according to an inscription on the old mount).",Lucy Sidmouth.,"Richard Cosway (circa 1742-1821), London (L. 628; possibly his mount).",,,,,,
https://www.christies.com/en/lot/lot-6437344?ldp_breadcrumb=back,"black chalk, pen and brown ink (recto and verso)",29.5 x 20 cm (11 5/8 x 7 7/8 in.),"Private collection, U.S.A.","Private collection, Belgium.",,,,,,,,
https://www.christies.com/en/lot/lot-6437345?ldp_breadcrumb=back,"pen and brown ink, brown wash",20.3 x 15.6 cm (8 x 6 1/8 in.),"Private collection, U.S.A.","with Jean-Luc Baroni, London (Master Drawings and Oil Sketches, 2004, no. 11, ill. as Cavaliere d'Arpino).","Charles-François, Marquis de Calvière (1693-1777), Paris and Avignon (his inscription 'augustin. Carache.' on the mount); thence by descent; Paris, Christie’s, 17 December 2003, lot 1 (as Roman School, 16th Century).",,,,,,,
https://www.christies.com/en/lot/lot-6437346?ldp_breadcrumb=back,red chalk,39.8 x 25.6 cm (15 5/8 x 10 1/8 in.),"Private Collection, U.S.A.","Private collection, Gloucester, Massachusetts.","with Marcello Aldega, Rome, and Margot Gordon, New York (Italian Drawings of the XVI Century, 1986, no. 40, ill.).","Anonymous sale; Christie’s, London, 12 December 1985, lot 202 (as Matteo Rosselli).","Comte Eugène d’Oultremont (1879-1946), Château de Presles, Belgium; thence by descent.","Private collection, Florence, 17th or 18th Century, possibly Giuseppe Santini.",,,,
https://www.christies.com/en/lot/lot-6437347?ldp_breadcrumb=back,"red chalk (recto); black chalk, squared in black chalk (verso)",30.4 x 17.2 cm (12 x 6 3/4 in.),"Stefan von Licht (1880-1932), Vienna (L. 789b).",,,,,,,,,
https://www.christies.com/en/lot/lot-6437348?ldp_breadcrumb=back,"red and black chalk, pen and brown ink, brown wash, heightened with white on brown prepared paper (recto); black chalk, heightened with white (verso)",34.4 x 23.9 cm (14 x 9 1/5 in.),"Private collection, U.S.A.","with Flavia Ormond, London.","Carlo Prayer (1826-1900), Milan (L. 2044).","Giuseppe Vallardi (1784-1861), Milan (L. 1223, with associated number in red chalk 'E528').","Giovanni Locarno (active circa 1826-1840), Milan (L. 1691).","Pacini collection, Florence (L. 2011).",,,,
https://www.christies.com/en/lot/lot-6437349?ldp_breadcrumb=back,"pen and brown ink, arched top",18 x 15.5 cm (7 1/8 x 6 1/8in.),"Anonymous sale; Sotheby’s, New York, 27 January 2011, lot 544.",,,,,,,,,
https://www.christies.com/en/lot/lot-6437350?ldp_breadcrumb=back,"pen and brown ink, on two joined sheets of paper, watermark circle",25 x 60 cm (9 7/8 x 23 5/8 in.),,,,,,,,,,
https://www.christies.com/en/lot/lot-6437351?ldp_breadcrumb=back,"black chalk, watercolour and bodycolour",36.4 x 27cm (14 3/8 x 10 5/8 in.),"James R. Herbert Boone (1899-1983), New York; Sotheby’s, New York, 16-17 September 1988, lot 152.","Jacob Mendelson (died 1970), London; where acquired in the late 1930s by","King George III (1738-1820); since 1823 in the Royal Library, at Windsor Castle, until sold from the Dal Pozzo collection by the Royal Librarian, Sir John Fortescue (1859-1933) to","Cardinal Alessandro Albani (1692-1779), Rome; from whom acquired in 1762 by","Pope Clement XI (1649-1721), Rome; from whom acquired by his nephew in 1714,","Carlo Antonio dal Pozzo (1606-1689); by descent to his grandson, from whom acquired by","Cassiano dal Pozzo (1588-1657), Rome; by descent to his brother,",,,
